0,0.55950,0.00000,00:07:17.4777
1,0.37600,1.00000,00:08:42.4937
2,0.40600,0.99926,00:09:51.1249
3,0.61500,0.99852,00:11:04.1990
4,0.57600,0.99110,00:12:34.6701
5,0.43150,0.03410,00:13:54.1372
6,0.44400,0.36768,00:15:18.8909
7,0.43800,0.08821,00:16:27.4304
8,0.36350,0.02372,00:17:43.1076
9,0.28400,0.03632,00:18:44.1633
10,0.16550,0.04003,00:19:46.0598
11,0.15350,0.02743,00:20:32.4869
12,0.14100,0.03262,00:21:17.4873
13,0.11950,0.06746,00:24:11.2098
14,0.12100,0.09563,00:24:52.1703
15,0.12500,0.05041,00:25:46.7312
16,0.18650,0.08970,00:26:48.1661
17,0.13250,0.06672,00:27:40.1820
18,0.11400,0.05411,00:28:27.7431
19,0.13350,0.14529,00:29:14.8935
20,0.10950,0.04744,00:30:05.9879
21,0.11950,0.05411,00:31:02.4702
22,0.14400,0.04818,00:31:47.1293
23,0.10800,0.06375,00:32:35.1102
24,0.09150,0.05486,00:33:27.2868
25,0.08700,0.03262,00:34:15.3182
26,0.09300,0.02595,00:34:57.3417
27,0.09700,0.05634,00:35:54.2647
28,0.08500,0.04967,00:36:32.9903
29,0.08450,0.05263,00:39:45.4040
30,0.09050,0.03855,00:40:28.6786
31,0.09200,0.05189,00:41:14.9118
32,0.08750,0.04522,00:42:04.1532
33,0.08100,0.05263,00:42:45.4675
34,0.08200,0.05411,00:43:19.6671
35,0.08550,0.05189,00:43:54.2150
36,0.09200,0.05411,00:46:36.0843
37,0.09750,0.08154,00:47:21.9547
38,0.10550,0.12157,00:47:59.8889
39,0.07950,0.06672,00:48:54.7183
40,0.08200,0.05560,00:49:47.6821
41,0.12950,0.04893,00:52:28.8412
42,0.15600,0.07116,00:53:24.4273
43,0.08450,0.05337,00:53:55.4337
44,0.09800,0.04522,00:54:44.0644
45,0.14350,0.04077,00:55:29.1599
46,0.20200,0.12083,00:56:28.3228
47,0.12100,0.06375,00:57:33.6751
48,0.14500,0.03855,00:58:35.0717
49,0.13100,0.02298,00:59:28.2999
50,0.07550,0.02372,01:00:21.2138
51,0.07750,0.02520,01:00:58.0568
52,0.12200,0.06375,01:03:34.3510
53,0.08800,0.04299,01:04:16.1871
54,0.09150,0.08228,01:05:01.0861
55,0.07700,0.02446,01:05:46.0490
56,0.07200,0.02965,01:06:28.2311
57,0.07400,0.06227,01:07:13.4511
58,0.07500,0.03336,01:09:59.3552
59,0.08200,0.02965,01:10:40.4903
60,0.07900,0.02446,01:11:28.6343
61,0.07500,0.05930,01:12:12.4984
62,0.07650,0.05486,01:12:46.2822
63,0.08150,0.03410,01:13:27.4601
64,0.06850,0.03262,01:14:14.2995
65,0.07950,0.04448,01:15:05.2301
66,0.08550,0.02150,01:16:05.0949
67,0.10650,0.05189,01:16:56.8857
68,0.07850,0.04818,01:17:51.4911
69,0.08700,0.03855,01:18:40.5418
70,0.11550,0.07784,01:19:19.3627
71,0.08200,0.01927,01:22:02.8114
72,0.08850,0.02743,01:22:55.6676
73,0.06950,0.03262,01:25:34.5021
74,0.07500,0.03113,01:26:06.7364
75,0.06850,0.02965,01:26:45.0271
76,0.06850,0.02372,01:27:26.3950
77,0.06650,0.02001,01:28:05.6828
78,0.07300,0.03558,01:28:40.1977
79,0.07000,0.02520,01:31:18.2487
80,0.06950,0.02372,01:31:55.4331
81,0.07300,0.03855,01:32:38.8143
82,0.07000,0.03262,01:33:18.0165
83,0.06850,0.02891,01:33:48.1872
84,0.07900,0.06894,01:34:40.3198
85,0.08350,0.04374,01:35:27.1196
86,0.06900,0.02965,01:36:07.1045
87,0.07650,0.04448,01:36:46.3300
88,0.13600,0.17791,01:37:39.5872
89,0.14100,0.01557,01:38:19.4707
90,0.08900,0.02001,01:39:14.3317
91,0.07950,0.07487,01:42:28.6000
92,0.07600,0.04522,01:43:09.5887
93,0.07200,0.02150,01:44:03.2509
94,0.07500,0.05708,01:44:46.2859
95,0.08200,0.03558,01:45:27.0795
96,0.06900,0.03558,01:46:15.4810
97,0.08300,0.08599,01:46:58.8838
98,0.07000,0.05411,01:47:48.6416
99,0.06400,0.04522,01:48:25.5953
100,0.06750,0.01483,01:49:08.3579
101,0.08950,0.01779,01:49:47.4135
