0,0.60600,0.00148,17:31:02.0021
1,0.44550,1.00000,17:32:44.1656
2,0.45750,1.00000,17:34:06.6634
3,0.51800,0.99852,17:35:18.1382
4,0.51250,0.94959,17:36:41.5269
5,0.40800,0.04596,17:38:10.4138
6,0.35800,0.09192,17:39:21.8895
7,0.33000,0.12380,17:40:45.3052
8,0.23900,0.16160,17:41:48.9683
9,0.28500,0.16531,17:43:02.1975
10,0.21550,0.14900,17:44:08.0669
11,0.17550,0.04967,17:45:11.8406
12,0.16250,0.10082,17:46:10.0913
13,0.12750,0.05115,17:47:03.1889
14,0.16750,0.14603,17:47:49.1296
15,0.21850,0.11342,17:48:52.3351
16,0.21650,0.15271,17:49:46.9137
17,0.17550,0.13269,17:50:45.4318
18,0.10850,0.07191,17:51:29.1234
19,0.14650,0.16679,17:52:19.7009
20,0.16650,0.04299,17:53:09.5747
21,0.13600,0.02669,17:54:13.3624
22,0.09950,0.06004,17:54:58.7910
23,0.11950,0.05560,17:55:43.6459
24,0.08750,0.04967,17:56:30.6558
25,0.10500,0.08895,17:57:16.1109
26,0.09400,0.04151,17:58:05.8169
27,0.11300,0.07561,17:59:00.3185
28,0.12500,0.05930,17:59:44.6618
29,0.12550,0.14752,18:00:41.3264
30,0.10850,0.04744,18:01:31.1755
31,0.08550,0.07116,18:02:25.8770
32,0.09050,0.06968,18:03:05.7597
33,0.08450,0.03781,18:03:41.9215
34,0.10150,0.04744,18:04:27.6411
35,0.14200,0.04967,18:05:10.8772
36,0.22000,0.09711,18:06:05.5341
37,0.18900,0.15715,18:07:10.8320
38,0.11000,0.02298,18:08:15.1569
39,0.09700,0.02076,18:09:09.7574
40,0.08850,0.03632,18:09:49.9422
41,0.09700,0.15641,18:10:36.9993
42,0.10350,0.02298,18:11:25.2863
43,0.08750,0.04670,18:12:04.0789
44,0.09450,0.08970,18:12:46.5795
45,0.08700,0.06449,18:13:35.7406
46,0.07950,0.05189,18:14:14.1568
47,0.07900,0.02595,18:14:55.7950
48,0.08550,0.05411,18:15:40.6265
49,0.08150,0.04003,18:16:24.0701
50,0.10550,0.10452,18:17:17.9085
51,0.09850,0.08747,18:18:03.7902
52,0.10350,0.05782,18:18:55.7407
53,0.11000,0.09266,18:19:36.9614
54,0.09400,0.02224,18:20:19.9701
55,0.09500,0.09340,18:21:03.4758
56,0.09150,0.06375,18:21:50.9686
57,0.11750,0.24240,18:22:36.9510
58,0.11600,0.02001,18:23:27.3574
59,0.10000,0.06079,18:24:22.3464
60,0.09300,0.04003,18:25:20.0537
61,0.10400,0.09933,18:26:07.8191
62,0.11450,0.03336,18:27:00.2195
63,0.09600,0.02150,18:27:46.9701
64,0.08350,0.06523,18:28:24.9859
65,0.08050,0.04893,18:29:05.9107
66,0.09000,0.07635,18:29:49.7480
67,0.07650,0.02298,18:30:43.2207
68,0.11950,0.13343,18:31:40.6346
69,0.08000,0.02817,18:32:26.7221
70,0.07250,0.02965,18:32:56.1762
71,0.10750,0.09192,18:35:11.2973
72,0.08200,0.04448,18:35:56.4385
73,0.09350,0.06153,18:36:42.4085
74,0.07100,0.03113,18:37:29.9812
75,0.07350,0.03929,18:38:03.8214
76,0.07600,0.07116,18:38:49.9301
77,0.08550,0.07265,18:39:30.1133
78,0.07350,0.03336,18:39:56.2677
79,0.07250,0.04596,18:40:40.6677
80,0.08900,0.02446,18:41:22.4905
81,0.08400,0.06301,18:42:01.1311
82,0.08800,0.05856,18:42:45.6666
83,0.08100,0.05486,18:43:25.4195
84,0.07450,0.06672,18:44:01.2613
85,0.07650,0.07561,18:44:45.9244
86,0.07200,0.03558,18:45:22.9706
87,0.07050,0.04522,18:46:02.7661
88,0.09050,0.08228,18:46:47.0248
89,0.09150,0.01853,18:47:40.1019
90,0.08800,0.04225,18:48:22.5337
91,0.09200,0.03262,18:49:05.9792
92,0.14900,0.03706,18:49:51.9721
93,0.16700,0.03262,18:51:00.5977
94,0.12850,0.03781,18:51:42.6461
95,0.13100,0.07116,18:52:38.1816
96,0.10950,0.02298,18:53:30.5701
97,0.29150,0.99481,18:54:34.0904
98,0.23300,0.00148,18:55:40.4530
99,0.31550,0.99778,18:56:45.7675
100,0.37550,0.00890,18:58:00.5841
101,0.25550,0.10897,18:59:12.2357
